V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q37,consent,mturk_id,demo_age,demo_gend,demo_citiz,demo_emplo_1,demo_emplo_2,demo_emplo_3,demo_emplo_4,demo_emplo_5,demo_income,demo_class,demo_educa_1,pol_party_1,pol_attitu_1,pol_attitu_2,ethnic_id,ethnic_id_TEXT,ethnic_id2,ethnic_id3,attn,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,SDO7_1,SDO7_2,SDO7_3,SDO7_4,SDO7_5,SDO7_6,SDO7_7,SDO7_8,SDO7_9,SDO7_10,SDO7_11,SDO7_12,SDO7_13,SDO7_14,SDO7_15,SDO7_16,LSI_1,LSI_2,LSI_3,LSI_4,LSI_5,LSI_6,LSI_7,LSI_8,LSI_9,LSI_10,LSI_11,LSI_12,Q63,j_training,j_training_TEXT,Q45,Q62,summary,headline,writing,include1,include2,include3,include4,include5,include6,Q35,status,rep1,rep3,rep2,ambitious,competent,attn2,hardwork,hypo_3,hypo_2,hypo_1,hypo_4,hypo_11,hypo_12,hypo_5,similar,attention_1,attention_2,attention_3,debrief,data_yn,mturkcode,DO-BR-FL_57,DO-BR-FL_127,DO-BR-FL_125,DO-BR-FL_129,DO-BR-FL_124,DO-Q-SDO7,LocationLatitude,LocationLongitude,LocationAccuracy
R_3Lhh9WEUWbF2Vqw,Default Response Set,Anonymous,,,76.107.114.12,0,5/25/2016 19:05,5/25/2016 19:22,1,1,1,A3AT9S1CF9QV4K,75,1,1,,,,,1,3,3,5,3,3,3,3,,7,7,5,6,1,1,6,6,7,8,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,2,2,3,3,2,1,3,2,1,2,1,1,,,1,Two students planned to shoot other students. A plot was uncovered by police that indicated that two students planned on shooting other students. A phone call by one of the suspected perpetrators was overheard and the person who overheard the phone conversation notified the authorities. The room of one of the suspect was found to contain several guns and rounds of ammunition. ,Students Plan Shooting Spree,7,7,7,7,7,7,7,1,1,1,7,1,1,1,3,1,8,1,4,1,1,1,1,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,12|5|8|7|6|10|11|9|13|15|4|1|14|3|2|16,35.07940674,-89.84300232,-1
R_27UQJzpXDxaTlsU,Default Response Set,Anonymous,,,67.221.142.207,0,5/25/2016 19:10,5/25/2016 19:22,1,1,1,ARIY7R4C3ZUIO,32,2,1,,,,,1,2,2,5,4,6,6,3,,5,6,5,2,2,2,3,4,7,2,6,7,6,2,1,1,2,4,2,5,3,2,4,2,2,5,3,5,4,1,3,2,3,2,3,2,2,1,3,3,2,1,1,,,1,"Two young college students, who were made fun of decided to try and have a mass shooting at the University of Tennessee. Cops were tipped off and found a mass amount of guns and ammo in leader's dorm room. ",Another Mass Shooting Stopped By Police Officers At The University of Tennessee. ,7,7,7,7,6,7,5,1,2,1,2,2,5,5,3,2,2,3,2,4,4,4,5,2,7,5,6,1,1,1,FL_109,,,low status,hypocat|hypoformative,13|10|8|14|2|6|11|5|1|4|15|7|9|16|3|12,33.70089722,-97.16290283,-1
R_2fJKlZqtwhd31nh,Default Response Set,Anonymous,,,184.63.163.211,0,5/25/2016 19:10,5/25/2016 19:22,1,1,1,A3NURQCN9DT0JA,22,2,1,,,,,1,1,2,4,5,4,4,3,,1,1,5,8,8,8,2,1,8,1,7,1,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,3,3,3,3,3,3,1,3,3,3,2,1,1,,,1,"Two young men felt alone and angry at the world for reasons unknown, and decided to put forth the plans to make an attack on the campus. ",Plot for terror on campus intervened.,4,7,7,7,7,5,7,1,1,1,7,2,4,4,3,4,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,low status,hypocat|hypoformative,,,15|7|2|11|12|13|10|3|6|14|5|8|16|9|1|4,34.05439758,-118.2440033,-1
R_3saGraJNmNYJ0W7,Default Response Set,Anonymous,,,73.187.225.54,0,5/25/2016 19:05,5/25/2016 19:22,1,1,1,A20YGFCRNDTD6,32,2,1,1,,,,,3,2,5,4,4,4,3,,1,1,5,7,1,1,7,3,7,2,7,2,8,5,2,2,2,6,6,7,2,2,2,2,2,6,6,6,6,2,3,2,2,2,1,2,1,2,3,3,2,1,1,,1,,A gun man opened fire at a school. Two fearless boys took control of the situation and were able to stop the gunman. Three people however were killed prior to the boys stopping the gunman,Courageous Students Save the Day ,4,4,7,5,5,4,6,1,5,6,1,6,6,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,14|11|15|1|3|16|10|8|7|12|2|4|9|5|6|13,39.93760681,-77.66110229,-1
R_1IW8yz1TIJ7bGgS,Default Response Set,Anonymous,,,68.205.83.214,0,5/25/2016 19:05,5/25/2016 19:23,1,1,1,AHAF0VRBZ5JJP,39,2,1,,,,,1,3,2,5,4,4,6,3,,3,3,5,4,2,6,7,3,8,2,8,1,8,1,1,2,1,7,5,7,6,2,2,2,2,6,6,7,5,2,3,3,2,1,2,3,2,2,3,2,3,1,1,,1,,"Two friends worked together to disarm a school shooter by tackling him from behind. The shooter managed to shoot three people before this - however, the two friends prevented what could have been a really bad tragedy. ",Gamers Turned Heros After Disarming School Shooter Using Egyptian Martial Arts,5,6,7,7,7,6,7,1,4,7,1,6,6,6,3,6,4,3,3,3,3,4,2,2,7,7,7,1,1,1,FL_58,high Status,hypoformative|hypocat,,,7|1|5|11|12|2|15|8|13|10|4|9|6|3|16|14,28.53410339,-81.16470337,-1
R_2v21iZIWc4CRY9L,Default Response Set,Anonymous,,,104.235.100.130,0,5/25/2016 19:11,5/25/2016 19:26,1,1,1,A20L6EMMVJ8Y69,34,1,1,,1,,,,1,1,4,2,2,2,3,,2,3,5,6,6,6,8,7,8,1,3,3,4,2,2,4,1,7,6,1,6,2,1,1,2,7,7,6,6,2,3,3,2,2,1,2,1,2,2,1,3,1,1,,1,,"Two students helped disarm a shooter at a school, and averted what could of been a catastrophe. Three people were injured, but are all in stable condition. Was good to hear about some brave people help with this situation.",Two Brave boys help avoid a gun shooting catastrophe!,6,7,7,6,6,6,7,1,4,5,2,6,7,7,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,4|15|12|16|11|3|1|7|13|8|14|2|6|10|5|9,41.98950195,-89.29810333,-1
R_3KTx9c4iQe0tYfM,Default Response Set,Anonymous,,,74.105.53.82,0,5/25/2016 19:17,5/25/2016 19:27,1,1,1,A2X4INDJ76ET18,28,2,1,1,,,,,5,3,9,6,6,5,3,,1,1,5,6,1,1,6,4,7,4,8,1,8,1,6,5,5,7,5,7,2,4,5,4,5,7,5,7,4,3,2,3,2,2,3,3,1,3,2,2,2,1,1,,1,,"Two students, and a third anonymous student, saw a gunman and managed to tackle him to the ground. While one student tackled the gunman, the other two students disarmed him.",College Students Disarm Local Lunatic,6,7,7,7,7,7,7,1,5,6,2,5,6,5,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,9|6|7|5|8|1|14|4|2|12|13|3|15|11|10|16,41.02990723,-74.05480194,-1
R_2X71FXQl8jfxgeQ,Default Response Set,Anonymous,,,184.155.176.167,0,5/25/2016 19:00,5/25/2016 19:27,1,1,1,ASXFMHGSF0GU6,24,2,1,,1,1,,,2,2,6,4,3,4,1,,5,4,5,7,4,4,7,7,4,1,6,7,4,6,7,6,6,5,1,6,5,4,5,6,5,7,6,5,4,2,2,3,3,3,2,3,2,3,2,1,3,1,1,,,1,Two boys anti-social and didn't fit into any clubs at their school. Plan to mass murder their fellow students. Zack was the ring leader of this plan manipulating the other boy to help him. If it wasn't for the other boys roommate. Who overheard the plot and quickly called the police. They would have succeed in murdering hundreds of innocent students. ,Anti-socialism: And what its doing to today's youth ,4,5,5,4,3,5,7,1,4,5,4,2,6,6,3,5,4,4,4,4,4,5,4,2,4,5,4,1,1,1,FL_58,low status,hypocat|hypoformative,,,3|16|8|5|6|9|13|14|1|2|15|11|4|12|7|10,30.51629639,-88.96600342,-1
R_3hAA3bRiJ57nzjf,Default Response Set,Anonymous,,,73.246.83.194,0,5/25/2016 19:10,5/25/2016 19:28,1,1,1,A25L985XCNESXE,48,2,1,,,,,1,6,3,5,6,6,6,3,,3,5,5,7,1,1,6,1,6,4,7,1,8,4,4,4,4,4,4,4,4,5,4,4,4,3,1,4,3,2,3,2,3,2,2,1,1,2,3,3,3,1,1,,1,,"Some fast acting students saved members of their school from what could have been a mass shooting. The students that took action gave no thought to their own safety, but only to that of the others.",Potential Mass Bloodshed Averted by the Quick Acting Students,4,4,5,5,5,5,3,1,4,7,1,7,7,7,3,7,2,2,2,3,3,3,3,2,7,7,7,1,1,1,FL_109,,,high Status,hypocat|hypoformative,6|8|12|15|10|7|13|9|5|3|1|16|2|14|4|11,41.78700256,-88.08329773,-1
R_1gBCqidcyCmMsSL,Default Response Set,Anonymous,,,98.212.18.250,0,5/25/2016 19:15,5/25/2016 19:29,1,1,1,A2VBP461GKTJEN,34,2,1,,,,,1,7,3,6,1,1,1,3,,3,2,5,3,1,3,8,6,7,1,7,2,6,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,3,2,3,3,2,1,2,3,2,3,1,1,,1,,Two students at University of Tennessee thwarted a potentially dangerous attack by physically taking down the shooter.  ,UT Students Stave Off Potential Threat,3,3,4,6,4,3,3,1,5,5,1,7,7,6,6,5,3,4,4,3,3,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,5|13|11|3|8|15|2|12|14|4|10|7|6|1|16|9,41.87800598,-88.01629639,-1
R_23TB3Rce06VQTmc,Default Response Set,Anonymous,,,24.207.214.172,0,5/25/2016 19:07,5/25/2016 19:30,1,1,1,A27FCMU6FA7RLD,59,2,1,1,,,,,5,3,5,6,6,6,3,,7,5,5,3,1,1,6,7,8,1,7,1,7,3,6,7,5,5,3,5,2,6,6,6,7,5,3,5,3,2,3,3,2,1,2,1,3,3,1,1,3,1,1,,,1,At the University of Tennessee two men plotting a mass shooting at the school were apprehended. The police found arsenal and armory in the dorm room of  Zack Yuser. The tip came from a room mate of one of the suspects (David Milner) as the roommate had overheard them planning to attack. / There is not a great deal of information at the moment but the mass shooting was  thwarted,Plot thwarted in mass shooting at the Universty of Tennessee,6,7,6,6,5,5,5,1,3,2,2,1,4,4,3,3,2,2,2,2,1,4,3,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,14|6|1|5|16|7|15|12|3|10|2|4|11|13|8|9,38.58050537,-90.2743988,-1
R_2q2C6KAj7VhM1i1,Default Response Set,Anonymous,,,73.51.106.57,0,5/25/2016 19:18,5/25/2016 19:31,1,1,1,A2GXD6ELWXMSJT,41,1,2,1,,,,,8,3,9,3,3,3,3,,5,4,5,4,4,2,6,4,6,6,8,1,7,3,3,4,2,7,5,6,5,3,2,2,5,7,5,7,5,2,3,3,2,2,3,3,2,3,3,1,3,1,1,,1,,"Three students prevented a larger school shooting in Knoxville. One of the students, an immigrant from Egypt, tackled the alleged shooter from behind, allowing the other two students to disarm the shooter.  Unfortunately, three other people were shot prior to the shooter being disarmed. All three of them are in stable conditions. ",Student Heroes Prevent Massacre,4,5,6,5,6,5,5,1,2,5,1,5,6,4,3,5,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,11|9|10|16|7|5|12|3|15|6|2|8|1|14|4|13,42.03100586,-87.811203,-1
R_3HHpJHtzlzj7vfE,Default Response Set,Anonymous,,,75.120.242.154,0,5/25/2016 19:03,5/25/2016 19:31,1,1,1,A2418X7TW4CFAK,29,1,1,,,,,1,1,1,4,2,2,1,3,,4,4,5,4,1,1,8,6,7,1,6,2,8,1,1,1,1,7,7,7,7,2,2,1,4,6,4,7,6,2,2,3,1,1,2,1,1,3,2,1,3,1,1,,1,,"Zach Yusef and Dave Milner, friends since high school, show incredible heroism in disarming a gunman in a UTenn dorm.","""Volunteer"" Police:  Gunman disarmed by UTenn students.",5,6,4,6,6,4,5,1,4,6,1,6,6,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,10|4|2|12|11|15|9|13|1|16|3|6|7|8|14|5,33.51289368,-86.33979797,-1
R_1jcYOfiRUnIrL0V,Default Response Set,Anonymous,,,107.15.87.251,0,5/25/2016 19:22,5/25/2016 19:31,1,1,1,A2QB3M030UWH53,44,1,1,1,,,,,3,2,6,4,3,4,3,,4,3,5,6,3,3,6,7,7,3,4,3,7,2,5,3,3,6,5,2,2,2,3,4,3,4,5,3,6,2,3,1,2,2,3,2,2,3,3,3,2,1,1,,1,,Two friends who were unarmed tackled a heavily armed man who was likely about to start shooting people,UT Students Stop Shooting Rampage,3,6,6,7,7,5,6,1,5,5,2,5,5,6,3,6,4,5,4,5,4,5,4,2,6,6,6,1,1,1,FL_58,high Status,hypoformative|hypocat,,,12|1|10|11|6|4|7|5|3|8|16|2|13|14|15|9,35.82350159,-78.82559967,-1
R_2YR5CmwYjyFmz5W,Default Response Set,Anonymous,,,74.131.157.175,0,5/25/2016 19:17,5/25/2016 19:31,1,1,1,A8MU4GQ7L2W3Z,20,1,1,,1,,,,2,2,4,6,7,5,3,,5,7,5,1,1,8,7,8,2,1,8,1,1,1,1,2,1,7,3,7,3,2,2,3,2,6,5,6,6,3,3,2,2,2,2,3,3,1,3,3,2,1,1,,,1,"A pair of high school students in Nashville, Tennessee were arrested after it was discovered that they had planned a mass shooting at their school. The pair of students did not have many friends, and spent much of their time together.",Disaster averted at local high school,6,7,7,7,6,7,6,1,3,4,5,2,2,3,3,2,5,5,6,5,6,6,5,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,6|13|4|16|8|14|7|5|1|11|3|10|2|9|15|12,38.14419556,-85.69319916,-1
R_3qIhyymQR3itrID,Default Response Set,Anonymous,,,108.11.202.204,0,5/25/2016 15:30,5/25/2016 15:31,0,1,1,A37I4XSK8N2XGI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,,,,,,-1
R_ONeMFAXRj9LhoGZ,Default Response Set,Anonymous,,,67.175.185.68,0,5/25/2016 15:28,5/25/2016 15:31,0,1,1,A27XTJ5OY9C8S4,19,1,1,,,1,,,4,3,5,4,4,4,3,,1,1,5,2,6,2,6,2,2,2,6,7,2,7,5,2,5,5,5,5,2,2,5,2,2,6,2,2,5,2,2,3,1,1,1,1,3,2,2,1,3,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,low status,,,,11|3|16|6|14|5|10|15|7|2|8|12|4|13|9|1,,,-1
R_33wp6KnC5Si6PyS,Default Response Set,Anonymous,,,75.162.60.97,0,5/25/2016 19:17,5/25/2016 19:32,1,1,1,A1H6OBSA5SU3SR,52,2,1,,1,,,,3,3,9,3,4,3,3,,4,4,5,6,4,3,6,3,6,3,8,2,6,3,3,3,2,5,5,3,5,4,3,4,4,6,6,6,4,2,3,3,3,3,3,2,1,3,2,2,3,1,1,,,1,"Two college age students were thought to be in the planning stages of an attack somewhere at Univ. of TN. Both young men had been friends for quite some time and were ostracized, one in particular, for being socially awkward. One is the son of an immigrant and one seems to be from a non -immigrant family. It is unknown why the young men were specifically angry although it is guessed to be from ostracization.",Bad Attitude At College Leads to Horrifying Plans,4,4,4,4,4,4,4,1,3,4,4,2,2,3,3,3,3,4,4,3,3,3,5,2,7,7,7,1,1,1,FL_109,,,low status,hypoformative|hypocat,3|11|2|13|15|4|16|12|5|6|8|9|14|10|7|1,41.67269897,-93.57219696,-1
R_3Pi46COZJtvcXQU,Default Response Set,Anonymous,,,75.82.57.2,0,5/25/2016 19:19,5/25/2016 19:32,1,1,1,A1F115XEEG8UX8,24,1,1,,1,,1,,3,2,5,3,3,3,2,,5,5,5,3,3,6,7,7,7,2,6,6,6,3,3,3,2,5,5,5,4,2,3,3,3,6,5,5,6,2,3,2,2,1,2,3,1,1,3,2,2,1,1,,1,,"Two students were able to stop a gunman in their dorm building, using martial arts techniques to secure him until police arrived. 3 people were wounded, but are now in stable condition.",Two Students Bravely Stop Dorm Building Gunman,6,5,5,5,5,5,5,1,5,4,3,5,6,6,3,5,4,4,4,3,3,3,3,2,6,6,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,8|2|16|7|5|9|12|4|10|11|1|14|3|6|13|15,34.18539429,-118.3908005,-1
R_31G9jjbTPcpaHCF,Default Response Set,Anonymous,,,108.55.213.17,0,5/25/2016 15:33,5/25/2016 15:33,0,1,1,A1P282Z8XT390X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,college,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high Status,,,,,-1
R_3qVgjDNxd4wEZyj,Default Response Set,Anonymous,,,73.52.29.61,0,5/25/2016 15:32,5/25/2016 15:33,0,1,1,A3OEQPP51YIIMQ,25,1,1,1,,,,,4,3,5,2,5,5,3,,4,3,5,3,3,4,3,3,6,3,4,6,6,5,3,5,5,3,5,5,4,3,3,3,4,3,3,3,5,2,1,2,2,3,3,1,2,2,2,1,2,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,high Status,,,,15|9|10|1|11|7|13|2|6|16|12|8|3|14|5|4,,,-1
R_T6jC1yiWjugAiOd,Default Response Set,Anonymous,,,208.102.161.97,0,5/25/2016 19:14,5/25/2016 19:35,1,1,1,AM0X793Z49ZT3,44,1,1,,1,,,,3,2,6,4,6,2,3,,2,1,5,6,6,6,8,6,7,1,6,7,6,2,1,2,1,5,7,5,5,6,3,6,7,7,2,6,2,3,3,2,2,1,2,3,1,2,3,2,3,1,1,,1,,"Two brave University of Tennessee students put their own lives at risk to help divert a potential mass shooting in a dormitory building. Three students were injured, but are all in stable condition.  ",Two brave Volunteers prevent mass shooting.,2,6,7,7,7,6,7,1,7,7,1,7,4,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_58,high Status,hypocat|hypoformative,,,1|15|3|16|14|10|6|5|4|8|2|7|9|11|12|13,39.14660645,-84.5196991,-1
R_2fxiLa4lqMQImE8,Default Response Set,Anonymous,,,71.53.231.36,0,5/25/2016 19:17,5/25/2016 19:40,1,1,1,ANXLHD6I8DA9Q,38,1,1,1,,,,,3,2,4,3,5,5,4,,6,6,5,3,3,3,6,4,3,3,7,3,7,5,5,4,5,2,5,3,3,4,6,4,4,4,4,3,5,2,1,2,1,1,2,1,1,1,2,2,2,1,1,,1,,The story was about two good friends that when a tragedy happen in the school. They took action by helping and bringing down the shooter. They safe lives that day. ,How true friends stick together,6,6,7,5,5,5,6,1,6,5,6,6,5,5,3,6,4,5,3,5,4,4,4,2,6,6,6,1,1,1,FL_58,high Status,hypocat|hypoformative,,,1|14|13|7|9|4|10|11|16|12|2|8|3|6|5|15,28.5874939,-81.68029785,-1
R_2xJMHSO84uP0Wab,Default Response Set,Anonymous,,,104.236.89.93,0,5/25/2016 15:33,5/25/2016 15:40,0,1,1,A28WSBB0DSV47X,28,1,1,1,,,,,4,3,9,5,5,5,3,,5,5,5,7,6,2,4,7,6,4,6,2,7,5,5,5,4,6,5,5,5,6,5,6,6,6,6,6,5,2,3,3,2,2,2,3,3,2,3,1,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,low status,,,,12|16|1|9|8|4|5|3|6|11|7|14|10|2|13|15,,,-1
R_1rAJ3rmOSkOVzLC,Default Response Set,Anonymous,,,24.127.148.55,0,5/25/2016 15:40,5/25/2016 15:41,0,1,1,AR5OPTTGMTI9S,26,1,1,,1,,,,3,2,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,,,,,,,,-1
R_OqWIY5xY1GDbatb,Default Response Set,Anonymous,,,50.159.61.151,0,5/25/2016 19:29,5/25/2016 19:43,1,1,1,A2X9VV3B0FZKHY,62,1,1,1,,,,,3,3,5,3,3,3,3,,1,1,5,3,1,1,8,2,7,1,8,1,8,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,3,2,2,3,1,2,3,1,1,3,1,1,,1,,"A heavily armed shooter entered a school and began firing on students. Instead of running, two students assaulted the shooter, rendered him harmless, and held him until authorities arrived. The two students may have prevented further bloodshed and even deaths.",Student Heroes Disarm Campus Shooter,4,4,7,6,6,6,4,1,7,7,1,7,6,7,3,7,4,4,4,4,4,4,4,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,10|12|7|16|13|1|4|14|11|15|3|2|9|6|8|5,47.68539429,-122.2872009,-1
R_1NfxRLXt37QqO71,Default Response Set,Anonymous,,,70.213.14.241,0,5/25/2016 15:42,5/25/2016 15:43,0,1,1,A32X7HP6FSFS8H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_109,,,high Status,,,,,-1
R_33fZ56XiZ6AJ6l7,Default Response Set,Anonymous,,,98.225.60.235,0,5/25/2016 15:32,5/25/2016 15:43,0,1,1,A2Z9HPDUYCLXMQ,29,2,1,1,,,,,1,2,6,3,3,1,3,,1,1,5,1,8,8,4,7,6,8,3,7,1,1,2,2,2,7,7,6,6,2,2,2,2,5,5,5,5,3,2,3,2,1,2,3,3,3,3,1,3,1,1,,1,,"2 college students averted a deadly shooting attack. They both tackled the shooter and subdued him. 3 people were shot, but were in stable conditions.",Two Students Take down Shooter in a Act of Bravery,3,2,4,4,2,2,4,1,3,5,1,6,6,6,3,6,4,4,4,4,4,4,4,2,7,7,7,1,1,,FL_58,high Status,hypoformative|hypocat,,,5|15|11|13|16|1|7|14|12|2|6|8|4|10|9|3,,,-1
R_216PfSzV2EClfVu,Default Response Set,Anonymous,,,24.209.62.18,0,5/25/2016 15:33,5/25/2016 15:44,0,1,1, AU8C8530U93V1,36,2,1,,1,,,,1,1,5,4,3,5,3,,5,4,5,6,4,7,7,7,6,2,4,2,2,3,3,4,3,6,4,4,5,2,3,5,4,5,5,4,5,2,2,2,2,1,3,3,3,2,2,2,2,1,1,,,1,Two boys plotted to carry out a horrible crime.They were observed conspiring the act by others.,Proven Crimes: Hearing both sides of the story.,5,5,5,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,FL_58,low status,,,,6|4|13|5|3|11|2|1|15|10|8|14|16|12|7|9,,,-1
R_3ewfo24DrKojwBY,Default Response Set,Anonymous,,,173.62.245.127,0,5/25/2016 15:32,5/25/2016 15:45,0,1,1,AH080SPGZM1LX,38,2,1,,,,,1,1,1,4,7,7,7,3,,7,1,5,8,1,1,7,1,7,1,6,1,7,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,1,1,3,3,3,3,3,1,1,3,1,1,3,1,,,,1,Two guys were pretty much feeling like outcasts. So they became friends. One guy was the leader and the other friend the follower. They both didnt know how to be social around people.,Outcasts of Society,7,7,7,7,7,7,7,1,1,2,5,1,1,6,3,2,7,7,7,7,7,7,7,2,7,7,7,1,1,,FL_58,low status,hypoformative|hypocat,,,5|16|14|15|13|8|1|10|3|9|2|4|11|12|7|6,,,-1
R_3dQJzcYOgffxTa1,Default Response Set,Anonymous,,,32.214.167.158,0,5/25/2016 19:24,5/25/2016 19:47,1,1,1,A39V6GZEHSLZLF,54,2,1,1,,,,,4,3,6,4,5,3,1,,6,6,5,7,1,2,7,2,7,7,8,1,7,2,1,2,2,6,6,6,2,1,6,6,1,6,6,6,6,3,3,3,3,3,3,3,3,3,2,3,3,1,1,,1,,"Meet unlikely heroes /  / Milner and Yesuf were heroes.  They saw an armed gun man shooting, and they felt they needed to take the matter into their own hands. They did not think about the harm the man posed to them. They wrestled him down.",A39V6GZEHSLZLF,5,4,5,4,4,4,6,1,6,6,1,6,6,6,3,6,4,6,4,6,6,6,6,2,7,7,7,1,1,1,FL_109,,,high Status,hypoformative|hypocat,15|16|8|10|7|9|11|14|3|1|4|12|13|5|6|2,41.33039856,-72.97059631,-1
R_3iVTpyzEuRpjgxJ,Default Response Set,Anonymous,,,96.28.172.193,0,5/25/2016 15:32,5/25/2016 15:46,0,1,1,A2PQYLP1T3QTXM,19,1,1,,,1,,,1,2,4,5,6,3,3,,1,1,5,3,2,2,4,8,6,4,7,3,8,2,2,3,1,5,7,7,2,2,5,2,3,4,5,5,5,3,2,3,2,2,3,1,1,3,1,1,3,1,1,,,1,"Two students at UT were recently arrested for allegedly planning a mass shooting on campus. The two are from Nashville and fellow students at UT have described them as angry and mean, and the two are said to have been ridiculed at school. ",Nashville Natives Arrested for Planning a School Shooting,5,6,4,4,4,6,5,1,5,4,4,3,6,4,3,4,3,3,3,4,3,4,4,2,7,5,6,1,1,,FL_109,,,low status,hypocat|hypoformative,7|6|15|10|3|12|13|4|2|9|11|16|5|1|8|14,,,-1
R_1nPJlIvHVdV9tgQ,Default Response Set,Anonymous,,,96.236.219.253,0,5/25/2016 15:34,5/25/2016 15:47,0,1,1,A28RX7L0QZ993M,33,1,1,1,,,,,6,3,6,6,7,6,3,,5,5,5,3,1,1,8,6,7,1,8,2,8,2,2,4,3,1,7,7,6,6,7,7,7,1,1,1,2,2,2,3,2,2,2,2,1,2,2,2,3,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_58,high Status,,,,12|11|13|10|7|4|6|1|2|16|5|8|9|14|15|3,,,-1
R_2huRFO6VZkNK4ql,Default Response Set,Anonymous,,,71.202.166.225,0,5/25/2016 19:18,5/25/2016 19:47,1,1,1,A1XRIEYLA7ZJ3B,31,2,1,1,,,,,8,5,9,2,2,2,2,,5,2,5,7,2,1,7,2,7,2,8,1,8,2,2,1,4,6,7,6,6,2,2,1,1,6,6,6,6,3,3,3,2,3,2,2,2,2,2,1,2,1,1,,,1,"KNOXVILLE — Police arrested two students Zack Yusef was plotting mass shooting at University of Tennessee campus with help of his only friend Dave Milner. Details, motives and reasons behind the plot are unclear.  Yusef's parents emigrants from Egypt and Dave's parents Benjamin and Marie Milner, refused to comment .",Terrorism threat next door: Do we find out underline cause?,6,7,7,7,5,5,6,1,2,4,6,2,4,2,3,1,6,6,5,3,3,3,4,2,7,7,7,1,1,1,FL_109,,,low status,hypocat|hypoformative,15|11|12|14|6|3|5|8|7|4|9|16|2|13|1|10,37.44039917,-121.8704987,-1
R_1IYl0W9tYsHS3fh,Default Response Set,Anonymous,,,74.130.36.246,0,5/25/2016 19:29,5/25/2016 19:47,1,1,1,A1YJ8R9SL8HM1,29,1,1,1,,,,,5,2,4,1,1,1,1,,7,6,5,7,3,2,6,1,7,1,6,4,6,1,3,4,2,6,6,6,5,1,6,2,1,7,6,7,7,2,3,2,3,2,2,1,3,2,3,2,2,1,1,,,1,two UT students how felt like they we're pick on and dislike had planned a mass shooting but was spoiled when another student overheard the plan and informed police ,massacre averted  ,7,7,7,7,7,7,7,1,1,1,1,1,1,5,3,5,4,4,4,4,4,4,3,2,7,7,7,1,1,1,FL_58,low status,hypoformative|hypocat,,,13|10|15|5|8|14|9|6|12|2|11|4|3|1|7|16,38.21560669,-85.61530304,-1
